"SKU","MasterProductID","Status","ProductName","Color","Cut","Material","Gender","BrandSegment","Pillar","MerchPlannerCategory","Collection","Sleeve","ProductType","SizeChart","SizeChartMessaging","Price","MasterPrice","SalePrice","MasterSalePrice","Description","ActualStartDate","TargetLaunchDate","InitialSeasonLaunch","LifeCycle","InitialPairsOrdered","NikeProductID","InstanceID","InspirationID","FOB","APS","MainColorHex","AccentColorHex","X Ref Style","Comments","CORE","dyoVersionProductID","dyoVersionInspirationID","Sizes"
"530107C","FMP530107C","Online","Chuck Taylor Playlite","Black","Low","Canvas","Women",,"Sneakers","Chuck  Taylor- Extensions","Playlite",,"regular","Womens Size Chart","Runs true to size",,45,,0,,,,"12 Spring","Runout",,,,,,,,,,"pending","N",,,"030,040,050"
"529654C","FMP529654C","Online","Jack Purcell Helen Marimekko","Navy/Yellow","Low","Canvas","Women","JACK PURCELL","Sneakers","Jack Purcell","Marimekko",,"regular","Womens Size Chart","Runs true to size",,90,,39.99,,01/20/12,01/01/12,"12 Spring","Runout",153,,,,,,,,,,"N",,,"030,040,050"
"527924C","FMP527924C","Online","Chuck Taylor All Star XX-Hi","Charcoal","XX-Hi","Canvas","Women",,"Sneakers","Chuck Taylor - Iterations","Extended Heights",,"regular","Womens Size Chart","Runs true to size",,75,,0,,,,"11 Holiday","Runout",,,,,,,,,,"pending","N",,,"030,040,050"
"525937C","FMP525937C","Online","Chuck Taylor Andover Boot","Black","Hi","Suede","Women","All Star","Sneakers","Chuck Taylor - Iterations","Andover Boot",,"regular","Womens Size Chart","Runs true to size",,70,,29.99,,09/19/11,07/01/11,"11 Fall","Runout",240,,,,,,,,,,"N",,,"030,040,050"
"525936C","FMP525936C","Online","Chuck Taylor Andover Boot","Chocolate","Hi","Suede","Women","All Star","Sneakers","Chuck Taylor - Iterations","Andover Boot",,"regular","Womens Size Chart","Runs true to size",,70,,29.99,,09/19/11,07/01/11,"11 Fall","Runout",240,,,,,,,,,,"N",,,"030,040,050"
"522242F","FMP522242F","Online","Lady All Star","White","Low","Canvas","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Lady All Star",,"regular","Womens Size Chart","Runs true to size",,50,,19.99,,02/11/11,02/01/11,"11 Spring","Runout",240,,,,,,,,"CX020-11S-746",,"N",,,"030,040,050"
"519203F","FMP519203F","Online","Chuck Taylor Dr. Seuss","White/Pink","Hi","Canvas","Women",,"Sneakers","Chuck Taylor - Collaborations","Seuss",,"regular","Womens Size Chart","Runs true to size",,65,,44.99,,,,"10 Holiday","Runout",,,,,,,,,,"pending","N",,,"030,040,050"
"5116903C","FMP5116903C","Offline","Women's Asymmetrical Full Zip Hoodie","Poseidon",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,78,,0,,,11/01/13,"13 Holiday","Runout",44,,,,,,,,"05116C","pending","N",,,"S,M,L,XL"
"5116522C","FMP5116522C","Offline","Women's Asymmetrical Full Zip Hoodie","Black Grape",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,78,,0,,,11/01/13,"13 Holiday","Runout",53,,,,,,,,"05116C","pending","N",,,"S,M,L,XL"
"5111035C","FMP5111035C","Offline","Women's Cargo Sherpa Hoodie Jacket ","Green",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,88,,0,,,12/01/13,"13 Holiday","Runout",25,,,,,,,,"05111C","pending","N",,,"S,M,L,XL"
"5111002C","FMP5111002C","Offline","Women's Cargo Sherpa Hoodie Jacket ","Phantom",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,88,,0,,,12/01/13,"13 Holiday","Runout",21,,,,,,,,"05111C","pending","N",,,"S,M,L,XL"
"5107648C","FMP5107648C","Offline","Women's Coated Pull Over Hoodie ","Burgundy",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,68,,0,,,11/01/13,"13 Holiday","Runout",26,,,,,,,,"05107C","pending","N",,,"S,M,L,XL"
"5107132C","FMP5107132C","Offline","Women's Coated Pull Over Hoodie ","Parchment",,,"Women",,"Apparel","Jackets",,,"regular","Standard Size Chart",,,68,,0,,,11/01/13,"13 Holiday","Runout",26,,,,,,,,"05107C","pending","N",,,"S,M,L,XL"
"4862112C","FMP4862112C","Offline","Zip Pocket Moto Hoodie","Bone White",,,"Women",,"Apparel","Hoodies",,,"regular","Standard Size Chart",,,58,,0,,,05/01/13,"13 Summer","Runout",10,,,,,,,,,"pending","N",,,"S,M,L,XL"
"4862002C","FMP4862002C","Offline","Zip Pocket Moto Hoodie","Phantom",,,"Women",,"Apparel","Hoodies",,,"regular","Standard Size Chart",,,58,,0,,,05/01/13,"13 Summer","Runout",10,,,,,,,,,"pending","N",,,"S,M,L,XL"
"4814100C","FMP4814100C","Offline","Graphic Tee","Bright White",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,25,,0,,,02/01/13,"13 Spring","Runout",,,,,,,,,"04814C","pending","N",,,"S,M,L,XL"
"4677907C","FMP4677907C","Offline","Women's Funnel Neck Full Zip Hoodie","Vintage Indigo",,,"Women",,"Apparel","Jackets",,,"regular","Standard Size Chart",,,78,,0,,,07/01/13,"13 Fall","Runout",24,,,,,,,,"04677C","pending","N",,,"S,M,L,XL"
"4677693C","FMP4677693C","Offline","Women's Funnel Neck Full Zip Hoodie","Vivid Viola",,,"Women",,"Apparel","Jackets",,,"regular","Standard Size Chart",,,78,,0,,,07/01/13,"13 Fall","Runout",26,,,,,,,,"04677C","pending","N",,,"S,M,L,XL"
"4677035C","FMP4677035C","Offline","Women's Funnel Neck Full Zip Hoodie","Vintage Grey",,,"Women",,"Apparel","Jackets",,,"regular","Standard Size Chart",,,78,,0,,,07/01/13,"13 Fall","Runout",30,,,,,,,,"04677C","pending","N",,,"S,M,L,XL"
"4363410C","MP_2005","Online","Baja Beach Hoodie","Navy",,"Cotton","Women",,"Apparel","Hoodies",,,"regular","Standard Size Chart",,,58,,0,,,05/01/13,"13 Summer","Runout",6,,,,,,,,,,"N",,,"S,M,L,XL"
"4363112C","MP_2005","Online","Baja Beach Hoodie","Bone White",,"Cotton","Women",,"Apparel","Hoodies",,,"regular","Standard Size Chart",,,58,,0,,,05/01/13,"13 Summer","Runout",12,,,,,,,,,,"N",,,"S,M,L,XL"
"4185421C","MP_2055","Online","Drop Shoulder Hoodie","Dark Denim",,"100% Cotton","Women",,"Apparel","Hoodies",,,"regular","Standard Size Chart",,,58,,0,,,04/01/13,"13 Summer","Runout",12,,,,,,,,,,"N",,,"S,M,L,XL"
"4185035C","MP_2055","Online","Drop Shoulder Hoodie","Vintage Grey",,"100% Cotton","Women",,"Apparel","Hoodies",,,"regular","Standard Size Chart",,,58,,0,,,04/01/13,"13 Summer","Runout",12,,,,,,,,,,"N",,,"S,M,L,XL"
"3366410C","FMP3366410C","Offline","French Henly Woven","Navy Heather",,,"Women",,"Apparel","Shirts",,,"regular","Standard Size Chart",,,98,,0,,,02/01/13,"13 Spring","Runout",,,,,,,,,"03366C","pending","N",,,"S,M,L,XL"
"3209674C","MP_1895","Online","Hooded Anorak Jacket","Hibiscus",,"Cotton","Women",,"Apparel","Jackets",,,"regular","Standard Size Chart","Runs true to size",,98,,0,"Well Utilized. Two external pockets let you ditch your bag and keep the essentials at hand. Cropped silhouette, front zipper and button closure with drawstring cinching for a more fitted look. Made of dense cotton. 100% Cotton. Made in China. Machine wash cold, gentle cycle separately or with like colors, only non-chlorine bleach when needed, remove promptly, tumble dry low, warm iron if needed.",03/08/13,03/01/13,"13 Spring","Runout",,,,,,,,,"03209C",,"N",,,"S,M,L,XL"
"3186463C","MP_2052","Online","Roll Sleeve Button Down","Sterling Blue",,"Cotton","Women",,"Apparel","Shirts",,,"regular","Standard Size Chart",,,68,,39.99,,03/20/13,03/01/13,"13 Spring","Runout",,,,,,,,,"03186C",,"N",,,"S,M,L,XL"
"3186111C","MP_2052","Online","Roll Sleeve Button Down","Antique White/Multi",,"Cotton","Women",,"Apparel","Shirts",,,"regular","Standard Size Chart",,,68,,39.99,,03/20/13,03/01/13,"13 Spring","Runout",,,,,,,,,"03186C",,"N",,,"S,M,L,XL"
"3177509C","MP_1902","Online","Workwear Button Down","Plum Purple",,"Cotton","Women",,"Apparel","Shirts",,,"regular","Standard Size Chart",,,68,,49.99,,03/22/13,01/01/13,"13 Spring","Runout",,,,,,,,,"03177C",,"N",,,"S,M,L,XL"
"3177108C","MP_1902","Online","Workwear Button Down","Birch Plaid",,"Cotton","Women",,"Apparel","Shirts",,,"regular","Standard Size Chart","Runs true to size",,68,,49.99,"Get checked. Ladies western plaid long sleeve shirt with button closure and double breasted pockets. 100% cotton. Made in China. Machine wash cold.",02/06/13,01/01/13,"13 Spring","Runout",,,,,,,"FFFFFF",,"03177C",,"N",,,"S,M,L,XL"
"3158509C","MP_1862","Online","Cocoon Zip Hoodie","Plum Purple",,"100% Cotton","Women",,"Apparel","Hoodies",,,"regular","Standard Size Chart","Runs true to size",,68,,49.97,"Playing Favorites. This hoodie with a front zipper and front pockets plays well with others. 100% cotton. Made in China. Machine wash cold.",01/23/13,02/01/13,"13 Spring","Runout",,,,,,,"7A378B",,"03158C",,"N",,,"S,M,L,XL"
"3158123C","MP_1862","Online","Cocoon Zip Hoodie","Vanilla Ice",,"100% Cotton","Women",,"Apparel","Hoodies",,,"regular","Standard Size Chart","Runs true to size",,68,,49.97,"Playing Favorites. This hoodie with a front zipper and front pockets plays well with others. 100% cotton. Made in China. Machine wash cold.",01/23/13,02/01/13,"13 Spring","Runout",,,,,,,"FFFFFF",,"03158C",,"N",,,"S,M,L,XL"
"3158115C","MP_1862","Online","Cocoon Zip Hoodie","Snow Heather",,"100% Cotton","Women",,"Apparel","Hoodies",,,"regular","Standard Size Chart","Runs true to size",,68,,49.97,"Playing Favorites. This hoodie with a front zipper and front pockets plays well with others. 100% cotton. Made in China. Machine wash cold.",01/23/13,02/01/13,"13 Spring","Runout",,,,,,,"EAEAEA",,"03158C",,"N",,,"S,M,L,XL"
"3158002C","MP_1862","Online","Cocoon Zip Hoodie","Phantom",,"100% Cotton","Women",,"Apparel","Hoodies",,,"regular","Standard Size Chart","Runs true to size",,68,,49.97,"Playing Favorites. This hoodie with a front zipper and front pockets plays well with others. 100% cotton. Made in China. Machine wash cold.",01/23/13,02/01/13,"13 Spring","Runout",,,,,,,616161,,"03158C",,"N",,,"S,M,L,XL"
"3154509C","MP_1857","Online","Drape Front Zip Hoodie","Plum Purple",,"100% Cotton","Women",,"Apparel","Hoodies",,,"regular","Standard Size Chart","Runs true to size",,78,,54.99,"Playing Favorites. This hoodie with a front zipper and front pockets plays well with others. 100% cotton. Made in China. Machine wash cold.",01/17/13,01/01/13,"13 Spring","Runout",,,,,,,"8B008B",,"03154C",,"N",,,"S,M,L,XL"
"3154002C","MP_1857","Online","Drape Front Zip Hoodie","Phantom Black",,"100% Cotton","Women",,"Apparel","Hoodies",,,"regular","Standard Size Chart","Runs true to size",,78,,54.99,"Playing Favorites. This hoodie with a front zipper and front pockets plays well with others. 100% cotton. Made in China. Machine wash cold.",01/17/13,01/01/13,"13 Spring","Runout",,,,,,,0,,"03154C",,"N",,,"S,M,L,XL"
"2328C015","FMP2328C015","Online","Copley Studded Denim","Ice T Wash",,"Cotton & Spandex","Women",,"Apparel","Pants","Denim",,"regular","Standard Size Chart","Runs true to size",,128,,0,,,,"12 Fall","Runout",,,,,,,,,,"pending","N",,,"S,M,L,XL"
"2290C723","MP_1808","Online","Half Zip Pullover Hoodie","Star Tropaz",,"Cotton & Polyester","Women",,"Apparel","Hoodies",,,"regular","Standard Size Chart","Runs true to size",,68,,49.99,"Cross over. It criss-crosses. It gathers. It?s got a hood. It zips. Everything you love about your favorite hoodie?and a little more. Heathered jersey material. 60% Cotton/ 40% Polyester Made in Vietnam. Machine wash cold, wash with like colors, remove immediately, do not bleach, tumble dry low, do not iron, do not dry clean.",10/25/12,10/01/12,"12 Holiday","Runout",,,,,,,"CDCD00",,,,"N",,,"S,M,L,XL"
"140138C","FMP140138C","Offline","Jack Purcell","Chili Pepper/Egret","Low","Cotton","Women","JACK PURCELL","Sneakers","Jack Purcell?","Washed Color",,"regular","Jack Size Chart","Runs true to size",,70,,0,,,06/01/13,"13 Fall","Runout",168,,,,,,,,,"pending","N",,,"030,040,050"
"139718C","FMP139718C","Offline","Chuck Taylor All Star Double Zip","Black/Turtledove","Hi","Leather","Women","All Star","Sneakers","Varvatos","Varvatos",,"regular","Chuck Size Chart","Runs a half-size large",,60,,0,,,06/01/13,"13 Fall","Runout",206,,,,,,,,,"pending","N",,,"030,040,050"
"139679C","FMP139679C","Offline","CTS","Faded Denim/White","Low","Suede","Women","CONS","Sneakers","Skate","Skate",,"regular","Standard Size Chart","Runs true to size",,60,,0,,,06/01/13,"13 Fall","Runout",74,,,,,,,,,"pending","N",,,"030,040,050"
"136676C","MP_1891","Online","Jack Purcell Slip LP","Navy","Slip","Cotton","Women","JACK PURCELL","Sneakers","Jack Purcell?","Stone Wash Textile",,"regular","Jack Size Chart","Runs true to size",,75,,0,,03/29/13,02/01/13,"13 Spring","Runout",80,,,,,,"104E8B",,,,"N",,,"030,040,050"
"136576F","FMP136576F","Online","Chuck Taylor All Star Side Zip","Athletic Navy","Hi","Canvas","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Side Zip",,"regular","Chuck Size Chart","Runs a half-size large",,60,,0,,,01/01/13,"13 Spring","Runout",197,,,,,,,,,,"N",,,"030,040,050"
"136542C","MP_2053","Offline","Sandstar","Neon Pink/ Prism Pink",,"Synthetic","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Sandstar",,"regular","Chuck Size Chart","Runs a half-size large",,20,,0,,,02/01/13,"13 Spring","Runout",92,,,,,,,,,"pending","N",,,"030,040,050"
"136540C","MP_2053","Offline","Sandstar","Neon Blue/ Atoll",,"Synthetic","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Sandstar",,"regular","Chuck Size Chart","Runs a half-size large",,20,,0,,,02/01/13,"13 Spring","Runout",74,,,,,,,,,"pending","N",,,"030,040,050"
"07981C","FMP07981C","Offline","Women's  Star And Stripe Vneck Tee","Optic White",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,25,,0,,,12/01/13,"13 Holiday","Runout",35,,,,,,,,"07981C","pending","N",,,"S,M,L,XL"
"06600C","FMP06600C","Online","V Neck Tee","Cerulean",,"100% Cotton","Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,25,,0,,,04/01/13,"13 Summer","Runout",,,,,,,,,,,"N",,,"S,M,L,XL"
"0646648C","MP_1459","Offline","Women's Allen Street Hoodie","Burgundy",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,78,,54.99,,,09/01/13,"13 Fall","Runout",20,,,,,,,,"00646C","pending","N",,,"S,M,L,XL"
"0646548C","MP_1459","Online","Women's Allen Street Hoodie","Chalk Violet",,"100% Cotton","Women",,"Apparel","Hoodies",,,"regular","Standard Size Chart","Runs true to size",,78,,54.99,"Playing Favorites. This garment dyed hoodie with tonal drawstrings and asymmetrical zipper plays well with others. 100% dense rugby jersey cotton. 100% Cotton. Made in China. Machine wash cold.",03/29/13,04/01/13,"13 Summer","Runout",41,,,,,,"EED2EE",,"00646C",,"N",,,"S,M,L,XL"
"06395C","FMP06395C","Online","Women's Beach Scene V Neck","Vintage Grey",,"100% Cotton","Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,25,,0,,,04/01/13,"13 Summer","Runout",,,,,,,,,,,"N",,,"S,M,L,XL"
"06357C","FMP06357C","Offline","Women's Star Crew Tee","Black Grape",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,25,,0,,,12/01/13,"13 Holiday","Runout",30,,,,,,,,"06357C","pending","N",,,"S,M,L,XL"
"gc75Gft","GiftCard","Online","Converse.com $75 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Holiday Gift","physicalgc",,,75,,75,0,,,,"10 Holiday","Runout",,,,,,,,,,,"N",,,"One Size"
"gc75dyo","GiftCard","Online","Converse.com $75 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Holiday Design Your Own","physicalgc",,,75,,75,0,,,,"10 Holiday","Runout",,,,,,,,,,,"N",,,"One Size"
"gc75Con","GiftCard","Online","Converse.com $75 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Holiday Converse","physicalgc",,,75,,75,0,,,,"10 Holiday","Runout",,,,,,,,,,,"N",,,"One Size"
"gc75cnv","GiftCard","Online","Converse.com $75 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Converse","physicalgc",,,75,,75,0,,,,"06 Fall",,,,,,,,,,,,"N",,,"One Size"
"gc50Pow","GiftCard","Online","Converse.com $50 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Star Power","physicalgc",,,50,,50,0,,,,"10 Holiday","Runout",,,,,,,,,,,"N",,,"One Size"
"gc50Gft","GiftCard","Online","Converse.com $50 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Holiday Gift","physicalgc",,,50,,50,0,,,,"10 Holiday","Runout",,,,,,,,,,,"N",,,"One Size"
"gc50dyo","GiftCard","Online","Converse.com $50 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Holiday Design Your Own","physicalgc",,,50,,50,0,,,,"10 Holiday","Runout",,,,,,,,,,,"N",,,"One Size"
"gc50Con","GiftCard","Online","Converse.com $50 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Holiday Converse","physicalgc",,,50,,50,0,,,,"10 Holiday","Runout",,,,,,,,,,,"N",,,"One Size"
"gc50c1","GiftCard","Online","ConverseOne.com $50 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Converse","physicalgc",,,50,,50,0,,,,"06 Fall",,,,,,,,,,,,"N",,,"One Size"
"gc40Pow","GiftCard","Online","Converse.com $40 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Star Power","physicalgc",,,40,,40,0,,,,,"Runout",,,,,,,,,,,"N",,,"One Size"
"gc40Gft","GiftCard","Online","Converse.com $40 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Holiday Gift","physicalgc",,,40,,40,0,,,,"10 Holiday","Runout",,,,,,,,,,,"N",,,"One Size"
"gc40dyo","GiftCard","Online","Converse.com $40 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Holiday Design Your Own","physicalgc",,,40,,40,0,,,,"10 Holiday","Runout",,,,,,,,,,,"N",,,"One Size"
"gc40Con","GiftCard","Online","Converse.com $40 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Holiday Converse","physicalgc",,,40,,40,0,,,,"10 Holiday","Runout",,,,,,,,,,,"N",,,"One Size"
"gc30Pow","GiftCard","Online","Converse.com $30 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Star Power","physicalgc",,,30,,30,0,,,,"10 Holiday","Runout",,,,,,,,,,,"N",,,"One Size"
"gc30Gft","GiftCard","Online","Converse.com $30 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Holiday Gift","physicalgc",,,30,,30,0,,,,"10 Holiday","Runout",,,,,,,,,,,"N",,,"One Size"
"gc30dyo","GiftCard","Online","Converse.com $30 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Holiday Design Your Own","physicalgc",,,30,,30,0,,,,"10 Holiday","Runout",,,,,,,,,,,"N",,,"One Size"
"gc30Con","GiftCard","Online","Converse.com $30 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Holiday Converse","physicalgc",,,30,,30,0,,,,"10 Holiday","Runout",,,,,,,,,,,"N",,,"One Size"
"gc25cnv","GiftCard","Online","Converse.com $25 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Converse","physicalgc",,,25,,25,0,,,,"06 Fall",,,,,,,,,,,,"N",,,"One Size"
"gc250cnv","GiftCard","Online","Converse.com $250 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Converse","physicalgc",,,250,,250,0,,,,"06 Fall",,,,,,,,,,,,"N",,,"One Size"
"gc20Pow","GiftCard","Online","Converse.com $20 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Star Power","physicalgc",,,20,,20,0,,,,"10 Holiday","Runout",,,,,,,,,,,"N",,,"One Size"
"gc20Gft","GiftCard","Online","Converse.com $20 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Holiday Gift","physicalgc",,,20,,20,0,,,,,"Runout",,,,,,,,,,,"N",,,"One Size"
"gc20dyo","GiftCard","Online","Converse.com $20 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Holiday Design Your Own","physicalgc",,,20,,20,0,,,,"10 Holiday","Runout",,,,,,,,,,,"N",,,"One Size"
"gc20Con","GiftCard","Online","Converse.com $20 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Holiday Converse","physicalgc",,,20,,20,0,,,,"10 Holiday","Runout",,,,,,,,,,,"N",,,"One Size"
"gc200cnv","GiftCard","Online","Converse.com $200 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Converse","physicalgc",,,200,,200,0,,,,"06 Fall",,,,,,,,,,,,"N",,,"One Size"
"gc175cnv","GiftCard","Online","Converse.com $175 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Converse","physicalgc",,,175,,175,0,,,,"06 Fall",,,,,,,,,,,,"N",,,"One Size"
"gc150Pow","GiftCard","Online","Converse.com $150 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Star Power","physicalgc",,,150,,150,0,,,,,"Runout",,,,,,,,,,,"N",,,"One Size"
"gc150Gft","GiftCard","Online","Converse.com $150 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Holiday Gift","physicalgc",,,150,,150,0,,,,"10 Holiday","Runout",,,,,,,,,,,"N",,,"One Size"
"gc150dyo","GiftCard","Online","Converse.com $150 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Holiday Design Your Own","physicalgc",,,150,,150,0,,,,"10 Holiday","Runout",,,,,,,,,,,"N",,,"One Size"
"gc150Con","GiftCard","Online","Converse.com $150 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Holiday Converse","physicalgc",,,150,,150,0,,,,"10 Holiday","Runout",,,,,,,,,,,"N",,,"One Size"
"gc125Pow","GiftCard","Online","Converse.com $125 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Star Power","physicalgc",,,125,,125,0,,,,,"Runout",,,,,,,,,,,"N",,,"One Size"
"gc125Gft","GiftCard","Online","Converse.com $125 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Holiday Gift","physicalgc",,,125,,125,0,,,,,"Runout",,,,,,,,,,,"N",,,"One Size"
"gc125dyo","GiftCard","Online","Converse.com $125 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Holiday Design Your Own","physicalgc",,,125,,125,0,,,,,"Runout",,,,,,,,,,,"N",,,"One Size"
"gc125Con","GiftCard","Online","Converse.com $125 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Holiday Converse","physicalgc",,,125,,125,0,,,,,"Runout",,,,,,,,,,,"N",,,"One Size"
"gc100Gft","GiftCard","Online","Converse.com $100 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Holiday Gift","physicalgc",,,100,,100,0,,,,,"Runout",,,,,,,,,,,"N",,,"One Size"
"gc100dyo","GiftCard","Online","Converse.com $100 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Holiday Design Your Own","physicalgc",,,100,,100,0,,,,"10 Holiday","Runout",,,,,,,,,,,"N",,,"One Size"
"gc100Con","GiftCard","Online","Converse.com $100 Gift Card",,,,,,"Gift Cards","Gift Cards -Physical",,"Holiday Converse","physicalgc",,,100,,100,0,,,,"10 Holiday","Runout",,,,,,,,,,,"N",,,"One Size"
"ec75cnv","eGiftCard","Online","Converse.com $75 Email Gift Cert",,,,,,"Gift Cards","Gift Cards -Digital",,,"electronicgc",,,75,,75,0,,,,"06 Holiday",,,,,,,,,,,,"N",,,"One Size"
"ec50cnv","eGiftCard","Online","Converse.com $50 Email Gift Cert",,,,,,"Gift Cards","Gift Cards -Digital",,,"electronicgc",,,50,,50,0,,,,"06 Holiday",,,,,,,,,,,,"N",,,"One Size"
"ec40cnv","eGiftCard","Online","Converse.com $40 Email Gift Cert",,,,,,"Gift Cards","Gift Cards -Digital",,,"electronicgc",,,40,,40,0,,,,"06 Holiday",,,,,,,,,,,,"N",,,"One Size"
"ec25cnv","eGiftCard","Online","Converse.com $25 Email Gift Cert",,,,,,"Gift Cards","Gift Cards -Digital",,,"electronicgc",,,25,,25,0,,,,"06 Holiday",,,,,,,,,,,,"N",,,"One Size"
"135529C",,"Online","Design Your Own Chuck Taylor All Star","Your Choice","Low","Canvas","Unisex","CREATE","Sneakers","Converse Create Chuck Taylor?",,,"dyo","Chuck Size Chart","Runs a half-size large",70,,70,0,,,,,"Runout",,"chuTayOxCan1010",30890,,,,,,,,"N",,,
